,group_of_words,dates,frequencies
1138,"('abl', 'amp', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1139,"('abl', 'amp', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1140,"('abl', 'amp', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1141,"('abl', 'amp', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1142,"('abl', 'amp', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1143,"('abl', 'amp', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020358106450821683]
1144,"('abl', 'amp', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1145,"('abl', 'amp', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1146,"('abl', 'amp', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1147,"('abl', 'amp', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1148,"('abl', 'amp', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1149,"('abl', 'amp', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1150,"('abl', 'amp', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1151,"('abl', 'amp', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1152,"('abl', 'amp', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1153,"('abl', 'amp', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1154,"('abl', 'amp', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1155,"('abl', 'amp', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1156,"('abl', 'amp', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1157,"('abl', 'amp', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1158,"('abl', 'amp', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1159,"('abl', 'amp', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1160,"('abl', 'count', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1161,"('abl', 'count', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1162,"('abl', 'count', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1163,"('abl', 'count', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1164,"('abl', 'count', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1165,"('abl', 'count', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1166,"('abl', 'count', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1167,"('abl', 'count', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1168,"('abl', 'count', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1169,"('abl', 'count', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1170,"('abl', 'count', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1171,"('abl', 'count', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1172,"('abl', 'count', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1173,"('abl', 'count', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1174,"('abl', 'count', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1175,"('abl', 'count', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1176,"('abl', 'count', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1177,"('abl', 'count', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1178,"('abl', 'count', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1179,"('abl', 'count', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1180,"('abl', 'count', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1181,"('abl', 'count', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1182,"('abl', 'count', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1183,"('abl', 'count', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1184,"('abl', 'count', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1185,"('abl', 'count', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1186,"('abl', 'count', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1187,"('abl', 'count', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1188,"('abl', 'count', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1189,"('abl', 'count', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1190,"('abl', 'count', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1191,"('abl', 'count', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1192,"('abl', 'count', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1193,"('abl', 'count', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1194,"('abl', 'count', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1195,"('abl', 'earlyvot', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1196,"('abl', 'earlyvot', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1197,"('abl', 'earlyvot', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1198,"('abl', 'earlyvot', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1199,"('abl', 'earlyvot', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1200,"('abl', 'earlyvot', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1201,"('abl', 'earlyvot', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1202,"('abl', 'earlyvot', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1203,"('abl', 'earlyvot', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1204,"('abl', 'earlyvot', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1205,"('abl', 'earlyvot', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1206,"('abl', 'earlyvot', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1207,"('abl', 'earlyvot', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1208,"('abl', 'earlyvot', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1209,"('abl', 'earlyvot', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1210,"('abl', 'eod', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1211,"('abl', 'eod', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1212,"('abl', 'eod', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1213,"('abl', 'eod', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1214,"('abl', 'eod', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1215,"('abl', 'g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1216,"('amp', 'count', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1217,"('amp', 'count', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1218,"('amp', 'count', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1219,"('amp', 'count', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1220,"('amp', 'count', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1221,"('amp', 'count', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1222,"('amp', 'count', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1223,"('amp', 'count', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1224,"('amp', 'count', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1225,"('amp', 'count', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1226,"('amp', 'count', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1227,"('amp', 'count', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1228,"('amp', 'count', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1229,"('amp', 'count', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1230,"('amp', 'count', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1231,"('amp', 'count', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1232,"('amp', 'count', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1233,"('amp', 'count', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1234,"('amp', 'count', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1235,"('amp', 'count', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1236,"('amp', 'count', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1237,"('amp', 'count', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1238,"('amp', 'count', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1239,"('amp', 'count', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1240,"('amp', 'count', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1241,"('amp', 'count', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1242,"('amp', 'count', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1243,"('amp', 'count', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1244,"('amp', 'count', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1245,"('amp', 'count', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1246,"('amp', 'count', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1247,"('amp', 'count', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1248,"('amp', 'count', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1249,"('amp', 'count', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1250,"('amp', 'count', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1251,"('amp', 'earlyvot', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1252,"('amp', 'earlyvot', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1253,"('amp', 'earlyvot', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1254,"('amp', 'earlyvot', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1255,"('amp', 'earlyvot', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1256,"('amp', 'earlyvot', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1257,"('amp', 'earlyvot', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1258,"('amp', 'earlyvot', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1259,"('amp', 'earlyvot', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1260,"('amp', 'earlyvot', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1261,"('amp', 'earlyvot', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1262,"('amp', 'earlyvot', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1263,"('amp', 'earlyvot', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1264,"('amp', 'earlyvot', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1265,"('amp', 'earlyvot', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1266,"('amp', 'eod', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1267,"('amp', 'eod', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1268,"('amp', 'eod', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1269,"('amp', 'eod', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1270,"('amp', 'eod', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1271,"('amp', 'g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1272,"('count', 'earlyvot', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1273,"('count', 'earlyvot', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1274,"('count', 'earlyvot', 'eod', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1275,"('count', 'earlyvot', 'eod', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1276,"('count', 'earlyvot', 'eod', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1277,"('count', 'earlyvot', 'eod', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1278,"('count', 'earlyvot', 'eod', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1279,"('count', 'earlyvot', 'eod', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1280,"('count', 'earlyvot', 'eod', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1281,"('count', 'earlyvot', 'eod', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1282,"('count', 'earlyvot', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1283,"('count', 'earlyvot', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1284,"('count', 'earlyvot', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1285,"('count', 'earlyvot', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1286,"('count', 'earlyvot', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1287,"('count', 'eod', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1288,"('count', 'eod', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1289,"('count', 'eod', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1290,"('count', 'eod', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1291,"('count', 'eod', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1292,"('count', 'g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1293,"('earlyvot', 'eod', 'g', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1294,"('earlyvot', 'eod', 'g', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1295,"('earlyvot', 'eod', 'g', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1296,"('earlyvot', 'eod', 'g', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1297,"('earlyvot', 'eod', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1298,"('earlyvot', 'g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1299,"('eod', 'g', 'get', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1300,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'g', 'get')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1301,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'g', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1302,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'g', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1303,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'g', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1304,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1305,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1306,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1307,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1308,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1309,"('abl', 'amp', 'count', 'earlyvot', 'eod', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.018641157714005395]
1310,"('abl', 'amp', 'count', 'earlyvot', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1311,"('abl', 'amp', 'count', 'earlyvot', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1312,"('abl', 'amp', 'count', 'earlyvot', 'g', 'get', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1313,"('abl', 'amp', 'count', 'earlyvot', 'g', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1314,"('abl', 'amp', 'count', 'earlyvot', 'g', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1315,"('abl', 'amp', 'count', 'earlyvot', 'g', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1316,"('abl', 'amp', 'count', 'earlyvot', 'get', 'nov', 'person')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1317,"('abl', 'amp', 'count', 'earlyvot', 'get', 'nov', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1318,"('abl', 'amp', 'count', 'earlyvot', 'get', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.020112828059847928]
1319,"('abl', 'amp', 'count', 'earlyvot', 'nov', 'person', 'will')","[datetime.date(2020, 8, 29)]",[0.01913171449595291]
1320,"('abl', 'amp', 'count', 'eod', 'g', 'get', 'nov')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
1321,"('abl', 'amp', 'count', 'eod', 'g', 'get', 'person')","[datetime.date(2020, 8, 29)]",[0.01839587932303164]
