,itemsets,dates,supports,tot_dates
234,frozenset({'impact'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 18)]","[0.027338129496402876, 0.01919191919191919, 0.020099805932908235, 0.018867924528301886, 0.0179922306276835, 0.016666666666666666, 0.019733333333333332, 0.017066666666666667, 0.0168]",9
195,"frozenset({'case', 'india', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 30)]","[0.020133333333333333, 0.0248, 0.018266666666666667, 0.017333333333333333, 0.02, 0.0168, 0.018533333333333332, 0.018933333333333333, 0.028776119402985075]",9
28,frozenset({'good'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 28), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 18)]","[0.020338983050847456, 0.015283454771636751, 0.016, 0.0152, 0.016981132075471698, 0.015466666666666667, 0.0164, 0.016133333333333333, 0.016266666666666665]",9
184,"frozenset({'case', 'india'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 30)]","[0.022133333333333335, 0.026266666666666667, 0.0208, 0.0204, 0.022, 0.018133333333333335, 0.0204, 0.0212, 0.03307462686567164]",9
146,frozenset({'patient'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10)]","[0.02025946330193709, 0.016666666666666666, 0.016666666666666666, 0.02, 0.01566398669254228, 0.016533333333333334, 0.0168, 0.016561030464117766]",8
264,frozenset({'support'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18)]","[0.018133333333333335, 0.017188799556418076, 0.015333333333333332, 0.017466666666666665, 0.018133333333333335, 0.023066666666666666, 0.0156, 0.015333333333333332]",8
167,"frozenset({'posit', 'test'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13)]","[0.02156270363130146, 0.03237410071942446, 0.0172, 0.025866666666666666, 0.018933333333333333, 0.018436373717771, 0.017924528301886792, 0.019733333333333332]",8
51,frozenset({'pleas'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13), datetime.date(2020, 8, 22)]","[0.020338983050847456, 0.0168, 0.0168, 0.017676767676767676, 0.019466666666666667, 0.016981132075471698, 0.015733333333333332, 0.01549112938122025]",8
188,"frozenset({'coronaviru', 'new'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0196, 0.018533333333333332, 0.0152, 0.0156, 0.0164, 0.0188, 0.017169487368162865, 0.017791044776119404]",8
245,"frozenset({'like', 'covid'})","[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29)]","[0.015107913669064749, 0.021212121212121213, 0.015866666666666668, 0.018266666666666667, 0.016218464097588023, 0.015333333333333332, 0.017333333333333333, 0.015943095413294087]",8
113,"frozenset({'realdonaldtrump', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29)]","[0.023728813559322035, 0.017266187050359712, 0.03080808080808081, 0.018, 0.018533333333333332, 0.018867924528301886, 0.019733333333333332, 0.024282560706401765]",8
171,"frozenset({'case', 'total', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17)]","[0.016942124281736862, 0.028266666666666666, 0.019066666666666666, 0.019733333333333332, 0.0188, 0.016933333333333335, 0.018266666666666667, 0.0188]",8
202,"frozenset({'report', 'new', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17)]","[0.018666666666666668, 0.015466666666666667, 0.016933333333333335, 0.01533428746677571, 0.0168, 0.017066666666666667, 0.016266666666666665]",7
163,"frozenset({'state', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 14)]","[0.015164978378058172, 0.015333333333333332, 0.024533333333333334, 0.016911560853895204, 0.016981132075471698, 0.015866666666666668, 0.0152]",7
173,"frozenset({'test', 'posit', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13)]","[0.01824536461110124, 0.027338129496402876, 0.021866666666666666, 0.0168, 0.017327418907679512, 0.016981132075471698, 0.0156]",7
189,"frozenset({'hour', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 16), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.016666666666666666, 0.015866666666666668, 0.017466666666666665, 0.015733333333333332, 0.015333333333333332, 0.01722198182604933, 0.017194029850746268]",7
194,"frozenset({'coronaviru', 'case', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 9), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0208, 0.017733333333333334, 0.0164, 0.016933333333333335, 0.018666666666666668, 0.01913171449595291, 0.018865671641791044]",7
33,frozenset({'juli'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31)]","[0.020338983050847456, 0.02736804691665186, 0.029733333333333334, 0.03493333333333333, 0.03333333333333333, 0.018345323741007193, 0.016666666666666666]",7
251,frozenset({'commun'}),"[datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 18)]","[0.015656565656565657, 0.019333333333333334, 0.016037735849056604, 0.0156, 0.019733333333333332, 0.015466666666666667, 0.019066666666666666]",7
240,frozenset({'respons'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 6), datetime.date(2020, 8, 10), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29)]","[0.015107913669064749, 0.021717171717171718, 0.018, 0.015802606043803714, 0.01574320179922306, 0.0164, 0.015697817022320332]",7
58,frozenset({'safe'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13)]","[0.01694915254237288, 0.015107913669064749, 0.015656565656565657, 0.022, 0.015333333333333332, 0.016981132075471698, 0.018133333333333335]",7
236,frozenset({'keep'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10), datetime.date(2020, 8, 13), datetime.date(2020, 8, 29)]","[0.016906474820143885, 0.018533333333333332, 0.016266666666666665, 0.016037735849056604, 0.01696994479656512, 0.017733333333333334, 0.015207260240372823]",7
69,frozenset({'thank'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 29)]","[0.04745762711864407, 0.015151515151515152, 0.015733333333333332, 0.016, 0.016266666666666665, 0.016152116131670415, 0.019622271277900418]",7
78,frozenset({'via'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 27), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 14)]","[0.023728813559322035, 0.01818612641431195, 0.016266666666666665, 0.0152, 0.018020515663986693, 0.0156]",6
121,"frozenset({'trump', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 30), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29)]","[0.023728813559322035, 0.022727272727272728, 0.015866666666666668, 0.01635708344884946, 0.0292, 0.015697817022320332]",6
105,"frozenset({'go', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9)]","[0.023728813559322035, 0.01616161616161616, 0.0164, 0.016218464097588023, 0.015066666666666667, 0.016]",6
244,"frozenset({'impact', 'covid'})","[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12)]","[0.023381294964028777, 0.015656565656565657, 0.016772941502633767, 0.016981132075471698, 0.015129830300552035, 0.016]",6
265,frozenset({'way'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10), datetime.date(2020, 8, 18)]","[0.015466666666666667, 0.0156, 0.017188799556418076, 0.016037735849056604, 0.017787773461459825, 0.0164]",6
228,"frozenset({'say', 'covid'})","[datetime.date(2020, 7, 28), datetime.date(2020, 7, 30), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 14)]","[0.015333333333333332, 0.017676767676767676, 0.017604657610202384, 0.016037735849056604, 0.0324, 0.015466666666666667]",6
217,"frozenset({'report', 'death'})","[datetime.date(2020, 7, 27), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29)]","[0.016533333333333334, 0.015733333333333332, 0.015109509287496534, 0.0152, 0.017333333333333333, 0.01888643610497915]",6
19,frozenset({'die'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015467625899280576, 0.028282828282828285, 0.04186666666666667, 0.017169487368162865, 0.01946268656716418]",6
148,frozenset({'risk'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 22)]","[0.018482317398258397, 0.018133333333333335, 0.015538744632999387, 0.015466666666666667, 0.0168, 0.018952834270878408]",6
174,frozenset({'activ'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 9), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16)]","[0.018933333333333333, 0.016, 0.017066666666666667, 0.015066666666666667, 0.0164]",5
200,"frozenset({'death', 'new', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 6), datetime.date(2020, 8, 10), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.019333333333333334, 0.01566398669254228, 0.01533428746677571, 0.015697817022320332, 0.02137313432835821]",5
237,frozenset({'million'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 22)]","[0.017266187050359712, 0.0234266703631827, 0.017924528301886792, 0.016133333333333333, 0.017654694937256597]",5
266,frozenset({'would'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 9), datetime.date(2020, 8, 16), datetime.date(2020, 8, 30)]","[0.016133333333333333, 0.0156, 0.016133333333333333, 0.015333333333333332, 0.015164179104477612]",5
268,frozenset({'think'}),"[datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 8), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29)]","[0.017733333333333334, 0.017333333333333333, 0.016, 0.015866666666666668, 0.015697817022320332]",5
197,"frozenset({'death', 'case', 'new'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.015466666666666667, 0.015333333333333332, 0.015129830300552035, 0.027225901398086828, 0.024238805970149255]",5
302,"frozenset({'world', 'covid'})","[datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 30)]","[0.017466666666666665, 0.034133333333333335, 0.019333333333333334, 0.015066666666666667, 0.018388059701492536]",5
235,frozenset({'join'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 18)]","[0.016546762589928057, 0.016772941502633767, 0.017924528301886792, 0.015866666666666668]",4
231,frozenset({'data'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 7), datetime.date(2020, 8, 18)]","[0.015467625899280576, 0.01616161616161616, 0.02547169811320755, 0.017333333333333333]",4
243,"frozenset({'due', 'covid'})","[datetime.date(2020, 7, 29), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17)]","[0.016546762589928057, 0.020754716981132074, 0.026, 0.016266666666666665]",4
211,frozenset({'student'}),"[datetime.date(2020, 7, 27), datetime.date(2020, 8, 10), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.015066666666666667, 0.015538744632999387, 0.017169487368162865, 0.015880597014925373]",4
214,"frozenset({'countri', 'covid'})","[datetime.date(2020, 7, 27), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 17)]","[0.019066666666666666, 0.016, 0.024133333333333333, 0.021066666666666668]",4
254,frozenset({'protect'}),"[datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8)]","[0.016666666666666666, 0.016666666666666666, 0.01981132075471698, 0.015866666666666668]",4
250,frozenset({'call'}),"[datetime.date(2020, 7, 30), datetime.date(2020, 8, 7), datetime.date(2020, 8, 14), datetime.date(2020, 8, 18)]","[0.015151515151515152, 0.01509433962264151, 0.0152, 0.016]",4
138,frozenset({'daili'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017238315265683313, 0.019731717871051494, 0.017660044150110375, 0.01826865671641791]",4
23,frozenset({'famili'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 16)]","[0.020338983050847456, 0.019424460431654675, 0.018, 0.0168]",4
12,frozenset({'could'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 7)]","[0.01694915254237288, 0.015827338129496403, 0.015656565656565657, 0.017924528301886792]",4
156,"frozenset({'covid', 'juli'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28)]","[0.019252413956519162, 0.020666666666666667, 0.028133333333333333, 0.026133333333333335]",4
37,frozenset({'learn'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 31), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10)]","[0.020338983050847456, 0.020133333333333333, 0.016981132075471698, 0.015538744632999387]",4
21,frozenset({'dr'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 31), datetime.date(2020, 8, 6)]","[0.01694915254237288, 0.0172, 0.015109509287496534]",3
325,frozenset({'uk'}),"[datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13)]","[0.017333333333333333, 0.0324, 0.020266666666666665]",3
159,"frozenset({'patient', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 28), datetime.date(2020, 8, 9)]","[0.016586695101001126, 0.015733333333333332, 0.015066666666666667]",3
213,"frozenset({'day', 'case'})","[datetime.date(2020, 7, 27), datetime.date(2020, 8, 9), datetime.date(2020, 8, 30)]","[0.0212, 0.025866666666666666, 0.016119402985074627]",3
54,frozenset({'public'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 31), datetime.date(2020, 8, 18)]","[0.020338983050847456, 0.015333333333333332, 0.017333333333333333]",3
114,"frozenset({'school', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 8, 10), datetime.date(2020, 8, 13)]","[0.020338983050847456, 0.01533428746677571, 0.023866666666666668]",3
204,"frozenset({'report', 'case', 'new', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 12), datetime.date(2020, 8, 16)]","[0.017333333333333333, 0.015066666666666667, 0.016533333333333334]",3
10,frozenset({'continu'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 30), datetime.date(2020, 8, 7)]","[0.01694915254237288, 0.018686868686868686, 0.017924528301886792]",3
247,"frozenset({'work', 'covid'})","[datetime.date(2020, 7, 29), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7)]","[0.016546762589928057, 0.01524812863875797, 0.016037735849056604]",3
44,frozenset({'month'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 30)]","[0.020338983050847456, 0.016349742313843965, 0.01616161616161616]",3
111,"frozenset({'news', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 8, 11), datetime.date(2020, 8, 29)]","[0.01694915254237288, 0.0172, 0.015943095413294087]",3
224,"frozenset({'case', 'last'})","[datetime.date(2020, 7, 28), datetime.date(2020, 8, 9), datetime.date(2020, 8, 30)]","[0.015333333333333332, 0.016533333333333334, 0.01671641791044776]",3
436,frozenset({'person'}),"[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.02493333333333333, 0.031150355653666913]",2
434,frozenset({'earlyvot'}),"[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.015866666666666668, 0.021829776796664212]",2
435,frozenset({'g'}),"[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.017733333333333334, 0.020603384841795438]",2
437,"frozenset({'earlyvot', 'amp'})","[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.015066666666666667, 0.021584498405690457]",2
438,"frozenset({'get', 'amp'})","[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.0168, 0.021584498405690457]",2
433,frozenset({'count'}),"[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.0188, 0.024773117488349275]",2
257,"frozenset({'die', 'covid'})","[datetime.date(2020, 7, 30), datetime.date(2020, 8, 16)]","[0.024747474747474747, 0.031733333333333336]",2
432,frozenset({'abl'}),"[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.017333333333333333, 0.0235467255334805]",2
6,frozenset({'children'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 10)]","[0.023728813559322035, 0.023103659783275405]",2
261,frozenset({'let'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 16)]","[0.015733333333333332, 0.0152]",2
262,frozenset({'may'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 22)]","[0.0156, 0.017568152315015146]",2
263,frozenset({'plan'}),"[datetime.date(2020, 7, 31), datetime.date(2020, 8, 2)]","[0.0184, 0.0176]",2
323,frozenset({'russia'}),"[datetime.date(2020, 8, 11), datetime.date(2020, 8, 12)]","[0.0692, 0.0176]",2
274,frozenset({'onlin'}),"[datetime.date(2020, 8, 2), datetime.date(2020, 8, 13)]","[0.029466666666666665, 0.019066666666666666]",2
269,frozenset({'class'}),"[datetime.date(2020, 8, 2), datetime.date(2020, 8, 13)]","[0.0152, 0.0156]",2
291,frozenset({'break'}),"[datetime.date(2020, 8, 9), datetime.date(2020, 8, 11)]","[0.015066666666666667, 0.019333333333333334]",2
196,"frozenset({'posit', 'case', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 28)]","[0.020266666666666665, 0.016]",2
246,"frozenset({'wear', 'covid'})","[datetime.date(2020, 7, 29), datetime.date(2020, 7, 30)]","[0.015827338129496403, 0.019696969696969695]",2
180,frozenset({'recov'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27)]","[0.019733333333333332, 0.016133333333333333]",2
103,"frozenset({'first', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 8, 11)]","[0.020338983050847456, 0.052]",2
84,frozenset({'well'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 7)]","[0.020338983050847456, 0.01509433962264151]",2
81,frozenset({'watch'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 28)]","[0.01694915254237288, 0.015466666666666667]",2
80,frozenset({'w'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 7)]","[0.01694915254237288, 0.01509433962264151]",2
62,frozenset({'show'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 7)]","[0.023728813559322035, 0.01509433962264151]",2
57,frozenset({'right'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 2)]","[0.020338983050847456, 0.016]",2
48,frozenset({'open'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 1)]","[0.01694915254237288, 0.015733333333333332]",2
34,frozenset({'kid'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 31)]","[0.020338983050847456, 0.0172]",2
20,frozenset({'doctor'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 28)]","[0.01694915254237288, 0.025333333333333333]",2
175,frozenset({'corona'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 7, 28)]","[0.015066666666666667, 0.018933333333333333]",2
176,frozenset({'follow'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 8, 10)]","[0.016933333333333335, 0.01737885912901247]",2
183,"frozenset({'case', 'confirm'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 29)]","[0.016, 0.026735344616139318]",2
241,frozenset({'start'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 8, 7)]","[0.015827338129496403, 0.016037735849056604]",2
186,"frozenset({'posit', 'case'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 28)]","[0.020533333333333334, 0.0172]",2
192,"frozenset({'death', 'total'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 29)]","[0.022266666666666667, 0.019622271277900418]",2
193,"frozenset({'new', 'total'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 29)]","[0.018, 0.020848663232769193]",2
198,"frozenset({'death', 'case', 'total'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 29)]","[0.015066666666666667, 0.01839587932303164]",2
199,"frozenset({'coronaviru', 'new', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 8, 17)]","[0.016133333333333333, 0.0156]",2
205,frozenset({'cross'}),"[datetime.date(2020, 7, 27), datetime.date(2020, 8, 30)]","[0.0152, 0.015402985074626866]",2
208,frozenset({'record'}),"[datetime.date(2020, 7, 27), datetime.date(2020, 8, 30)]","[0.016533333333333334, 0.022208955223880597]",2
212,frozenset({'talli'}),"[datetime.date(2020, 7, 27), datetime.date(2020, 8, 30)]","[0.015866666666666668, 0.015761194029850746]",2
218,"frozenset({'day', 'case', 'covid'})","[datetime.date(2020, 7, 27), datetime.date(2020, 8, 9)]","[0.019333333333333334, 0.0212]",2
7,frozenset({'close'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 8, 13)]","[0.01694915254237288, 0.0204]",2
230,frozenset({'chang'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 8, 7)]","[0.015107913669064749, 0.016037735849056604]",2
439,"frozenset({'earlyvot', 'person'})","[datetime.date(2020, 8, 14), datetime.date(2020, 8, 29)]","[0.015066666666666667, 0.020603384841795438]",2
