,itemsets,dates,supports,tot_dates
59,frozenset({'say'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.023339849534980157, 0.023333333333333334, 0.019466666666666667, 0.026133333333333335, 0.02158273381294964, 0.029292929292929294, 0.022933333333333333, 0.020533333333333334, 0.025866666666666666, 0.023733333333333332, 0.028278347657332965, 0.02358490566037736, 0.022133333333333335, 0.019333333333333334, 0.02330811694949908, 0.0452, 0.0204, 0.024, 0.026133333333333335, 0.022933333333333333, 0.0208, 0.024666666666666667, 0.024405019472090006, 0.020112828059847928, 0.024119402985074628]",26
17,frozenset({'day'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.04188140513002784, 0.04493333333333333, 0.051866666666666665, 0.03866666666666667, 0.025899280575539568, 0.03282828282828283, 0.0284, 0.034133333333333335, 0.0304, 0.0344, 0.027862489603548656, 0.022641509433962263, 0.0268, 0.0672, 0.021876916785933346, 0.0336, 0.03866666666666667, 0.03693333333333333, 0.042666666666666665, 0.0328, 0.031733333333333336, 0.030266666666666667, 0.041886629164863694, 0.03384841795437822, 0.043940298507462686]",26
14,frozenset({'covid'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.5728813559322034, 0.6070730406966411, 0.6188, 0.6116, 0.6128, 0.6111510791366906, 0.6131313131313131, 0.5896, 0.6134666666666667, 0.5982666666666666, 0.6072, 0.6093706681452731, 0.5830188679245283, 0.6038666666666667, 0.6348, 0.582089552238806, 0.6016, 0.5942666666666667, 0.5873333333333334, 0.5864, 0.6289333333333333, 0.6077333333333333, 0.5741333333333334, 0.6011250540891389, 0.5965170468481726, 0.6131343283582089]",26
25,frozenset({'get'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.03412120135063089, 0.028533333333333334, 0.0312, 0.035333333333333335, 0.03633093525179856, 0.03383838383838384, 0.033466666666666665, 0.0392, 0.034666666666666665, 0.03666666666666667, 0.03326864430274466, 0.033962264150943396, 0.03866666666666667, 0.0272, 0.03741566141893273, 0.030933333333333334, 0.028133333333333333, 0.03, 0.04493333333333333, 0.0312, 0.034133333333333335, 0.03213333333333333, 0.034530506274340116, 0.051999018886436106, 0.03044776119402985]",26
112,"frozenset({'pandem', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03728813559322034, 0.03074462413364137, 0.0268, 0.031466666666666664, 0.03266666666666666, 0.03633093525179856, 0.03636363636363636, 0.036533333333333334, 0.031733333333333336, 0.032266666666666666, 0.0332, 0.038952037704463545, 0.04339622641509434, 0.030133333333333335, 0.03186666666666667, 0.03905131874872214, 0.03333333333333333, 0.03253333333333333, 0.037066666666666664, 0.03373333333333333, 0.026266666666666667, 0.034, 0.037333333333333336, 0.03911726525313717, 0.035074809909246996, 0.03140298507462687]",26
5,frozenset({'case'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0576271186440678, 0.10639180143356436, 0.1384, 0.1132, 0.09226666666666666, 0.06115107913669065, 0.05707070707070707, 0.06573333333333334, 0.08266666666666667, 0.08173333333333334, 0.09053333333333333, 0.07831993346271139, 0.06792452830188679, 0.09786666666666667, 0.12146666666666667, 0.08096503782457574, 0.07466666666666667, 0.09426666666666667, 0.078, 0.1012, 0.10893333333333333, 0.10573333333333333, 0.07826666666666666, 0.10739939420164431, 0.11037527593818984, 0.13826865671641791]",26
93,"frozenset({'case', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04067796610169491, 0.08749481665778094, 0.1168, 0.09786666666666667, 0.0772, 0.051798561151079135, 0.04595959595959596, 0.054, 0.06573333333333334, 0.06306666666666666, 0.0732, 0.068339340171888, 0.05471698113207547, 0.0852, 0.1004, 0.06706195052136578, 0.06213333333333333, 0.07826666666666666, 0.0656, 0.08426666666666667, 0.0916, 0.09013333333333333, 0.0656, 0.08766767633059282, 0.0799607554574442, 0.11008955223880597]",26
110,"frozenset({'new', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.023728813559322035, 0.05248504235531071, 0.06853333333333333, 0.052, 0.0472, 0.045323741007194246, 0.044444444444444446, 0.0504, 0.046266666666666664, 0.042666666666666665, 0.04053333333333333, 0.05225949542556141, 0.0509433962264151, 0.05386666666666667, 0.06293333333333333, 0.05050092005724801, 0.05533333333333333, 0.06253333333333333, 0.05, 0.05266666666666667, 0.05586666666666667, 0.062266666666666665, 0.058, 0.05028126352228472, 0.054942359578121165, 0.06256716417910448]",26
101,"frozenset({'death', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.040637402997452755, 0.05853333333333333, 0.044533333333333334, 0.039733333333333336, 0.03381294964028777, 0.03535353535353535, 0.028533333333333334, 0.04053333333333333, 0.03693333333333333, 0.046266666666666664, 0.038536179650679236, 0.040566037735849055, 0.04413333333333333, 0.0484, 0.03721120425270906, 0.0224, 0.037866666666666667, 0.032933333333333335, 0.04426666666666667, 0.055733333333333336, 0.05053333333333333, 0.038533333333333336, 0.0430116832540026, 0.054942359578121165, 0.06388059701492538]",26
11,frozenset({'coronaviru'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0847457627118644, 0.08601386173804869, 0.1, 0.08746666666666666, 0.08453333333333334, 0.05071942446043166, 0.06313131313131314, 0.06466666666666666, 0.07013333333333334, 0.08906666666666667, 0.07866666666666666, 0.06099251455503188, 0.0660377358490566, 0.08293333333333333, 0.09053333333333333, 0.06379063586178696, 0.08533333333333333, 0.07613333333333333, 0.07333333333333333, 0.084, 0.07826666666666666, 0.09106666666666667, 0.062, 0.0826482042405885, 0.07971547706647045, 0.0915820895522388]",26
95,"frozenset({'case', 'new'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.023728813559322035, 0.03880101889698478, 0.05026666666666667, 0.0372, 0.03266666666666666, 0.02014388489208633, 0.027777777777777776, 0.0252, 0.031466666666666664, 0.0344, 0.027333333333333334, 0.02522872192958137, 0.026415094339622643, 0.03986666666666667, 0.04413333333333333, 0.03393988959313024, 0.0292, 0.04186666666666667, 0.029333333333333333, 0.03613333333333334, 0.04173333333333333, 0.039733333333333336, 0.03213333333333333, 0.0332323669407183, 0.05469708118714741, 0.05922388059701492]",26
96,"frozenset({'coronaviru', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0576271186440678, 0.06125229548012558, 0.072, 0.066, 0.05946666666666667, 0.030575539568345324, 0.048484848484848485, 0.047733333333333336, 0.0496, 0.06186666666666667, 0.0552, 0.04505128915996673, 0.04716981132075472, 0.0592, 0.06786666666666667, 0.0445716622367614, 0.056, 0.0532, 0.05026666666666667, 0.06213333333333333, 0.06093333333333333, 0.066, 0.044, 0.060666378191259196, 0.05788570026980623, 0.06650746268656717]",26
18,frozenset({'death'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.061016949152542375, 0.051951898584207096, 0.07186666666666666, 0.058, 0.04933333333333333, 0.04136690647482014, 0.047979797979797977, 0.03613333333333334, 0.05346666666666667, 0.05293333333333333, 0.058133333333333335, 0.04491266980870529, 0.04716981132075472, 0.0548, 0.0592, 0.04804743406256389, 0.0292, 0.048666666666666664, 0.0416, 0.05506666666666667, 0.06866666666666667, 0.06306666666666666, 0.047066666666666666, 0.057118130679359586, 0.08020603384841796, 0.07976119402985074]",26
147,frozenset({'report'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04448788578875659, 0.05093333333333333, 0.04346666666666667, 0.028533333333333334, 0.02805755395683453, 0.03232323232323232, 0.030933333333333334, 0.0408, 0.038533333333333336, 0.0384, 0.038536179650679236, 0.038679245283018866, 0.05026666666666667, 0.050666666666666665, 0.03986914741361685, 0.029333333333333333, 0.04253333333333333, 0.032266666666666666, 0.03813333333333333, 0.04413333333333333, 0.045066666666666665, 0.03626666666666667, 0.042752055387278234, 0.043659553593328425, 0.04513432835820896]",25
150,"frozenset({'covid', 'amp'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.030448433149694924, 0.038266666666666664, 0.04013333333333333, 0.034133333333333335, 0.03633093525179856, 0.03535353535353535, 0.034666666666666665, 0.030933333333333334, 0.0308, 0.039733333333333336, 0.04713057942888827, 0.04433962264150943, 0.03426666666666667, 0.0292, 0.0316908607646698, 0.028533333333333334, 0.03426666666666667, 0.04346666666666667, 0.03186666666666667, 0.0292, 0.0308, 0.03186666666666667, 0.028039809606231068, 0.024773117488349275, 0.03498507462686567]",25
169,"frozenset({'case', 'new', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.032284817250162905, 0.0444, 0.031466666666666664, 0.0288, 0.015827338129496403, 0.021717171717171718, 0.020933333333333335, 0.023733333333333332, 0.024266666666666666, 0.022266666666666667, 0.02370390906570557, 0.02169811320754717, 0.034666666666666665, 0.038533333333333336, 0.025761602944183195, 0.026, 0.037066666666666664, 0.026533333333333332, 0.03186666666666667, 0.038266666666666664, 0.0364, 0.028533333333333334, 0.027953266983989616, 0.036546480255089525, 0.04859701492537313]",25
160,"frozenset({'peopl', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02665718855518038, 0.0276, 0.0276, 0.029466666666666665, 0.027697841726618704, 0.03686868686868687, 0.025066666666666668, 0.032933333333333335, 0.031066666666666666, 0.024666666666666667, 0.022179096201829774, 0.024528301886792454, 0.033466666666666665, 0.0324, 0.022899202617051726, 0.026933333333333333, 0.030933333333333334, 0.027066666666666666, 0.0268, 0.028133333333333333, 0.0252, 0.022, 0.031674599740372136, 0.025018395879323033, 0.027820895522388058]",25
161,"frozenset({'posit', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03631301463183461, 0.036, 0.020933333333333335, 0.0288, 0.034532374100719423, 0.015656565656565657, 0.016933333333333335, 0.024, 0.0304, 0.03426666666666667, 0.02772387025228722, 0.03018867924528302, 0.025866666666666666, 0.02666666666666667, 0.02433040278061746, 0.0152, 0.0212, 0.0228, 0.016666666666666666, 0.0224, 0.023866666666666668, 0.017333333333333333, 0.02302033751622674, 0.01839587932303164, 0.027343283582089553]",25
39,frozenset({'live'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.019489366743676323, 0.021066666666666668, 0.023066666666666666, 0.0216, 0.02158273381294964, 0.01717171717171717, 0.022133333333333335, 0.017333333333333333, 0.017066666666666667, 0.016133333333333333, 0.019683947879123927, 0.016666666666666666, 0.019733333333333332, 0.01533428746677571, 0.018133333333333335, 0.016933333333333335, 0.019866666666666668, 0.017333333333333333, 0.018266666666666667, 0.017333333333333333, 0.0188, 0.01938554738208568, 0.01888643610497915, 0.020776119402985075]",25
74,frozenset({'updat'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.027190332326283987, 0.028933333333333332, 0.030266666666666667, 0.018666666666666668, 0.02302158273381295, 0.0264, 0.021466666666666665, 0.0232, 0.022933333333333333, 0.02453562517327419, 0.016981132075471698, 0.02266666666666667, 0.0224, 0.021468002453485995, 0.017866666666666666, 0.020933333333333335, 0.021466666666666665, 0.027466666666666667, 0.0236, 0.027066666666666666, 0.028933333333333332, 0.024578104716572912, 0.02918812852587687, 0.03737313432835821]",25
162,"frozenset({'report', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.035128250696048816, 0.0412, 0.03453333333333333, 0.020666666666666667, 0.02014388489208633, 0.022727272727272728, 0.0204, 0.029466666666666665, 0.025333333333333333, 0.03, 0.03118935403382312, 0.02358490566037736, 0.0412, 0.0428, 0.030873032099775096, 0.022133333333333335, 0.03333333333333333, 0.025866666666666666, 0.031066666666666666, 0.037066666666666664, 0.039066666666666666, 0.0276, 0.03591518823020338, 0.025508952661270543, 0.03414925373134328]",25
